,Fornecedor,Numero_Serial,Manutenção_Preventiva,Manutenção_Emergencial,Manutenção_Corretiva,total,data,Equipamentos,Manutenção preditiva
3186,PowerSteel Equipamentos,7HK8HCD75K,58.0,0.0,0.0,58.0,2024-01-01,Máquina de Corte de Borracha,0.0
3187,PowerSteel Equipamentos,CWJI4TN8TF,37.0,0.0,0.0,37.0,2024-01-01,Máquina de Corte de Borracha,0.0
3188,PowerSteel Equipamentos,OHRLK82HYW,90.0,0.0,0.0,90.0,2024-01-01,Máquina de Corte de Borracha,0.0
3189,PowerSteel Equipamentos,I7E092NMY0,110.0,0.0,0.0,110.0,2024-01-01,Máquina de Corte de Borracha,0.0
3190,PowerSteel Equipamentos,X54QGU1LN0,225.0,0.0,0.0,225.0,2024-01-01,Máquina de Corte de Borracha,0.0
3191,PowerSteel Equipamentos,OD4ZXF8UJ1,252.0,0.0,0.0,252.0,2024-01-01,Máquina de Corte de Borracha,0.0
3192,PowerSteel Equipamentos,R7VJCZL9O4,41.0,0.0,0.0,41.0,2024-01-01,Máquina de Corte de Borracha,0.0
3193,PowerSteel Equipamentos,J0J3B96EH2,126.0,0.0,0.0,126.0,2024-01-01,Máquina de Corte de Borracha,0.0
3194,PowerSteel Equipamentos,6BV3VT50RQ,214.0,0.0,0.0,214.0,2024-01-01,Máquina de Corte de Borracha,0.0
3195,PowerSteel Equipamentos,6C6E1DOYH5,61.0,0.0,0.0,61.0,2024-01-01,Máquina de Corte de Borracha,0.0
3196,PowerSteel Equipamentos,P3ZAZPGUYL,,,,,2024-01-01,Máquina de Corte de Borracha,
3197,PowerSteel Equipamentos,LNOQ38BWNJ,88.0,0.0,0.0,88.0,2024-01-01,Máquina de Corte de Borracha,0.0
3198,PowerSteel Equipamentos,AXW2HYT913,292.0,0.0,0.0,292.0,2024-01-01,Máquina de Corte de Borracha,0.0
3199,PowerSteel Equipamentos,FKLR75CWHT,90.0,0.0,0.0,90.0,2024-01-01,Máquina de Corte de Borracha,0.0
3200,PowerSteel Equipamentos,4FDCRO2YVF,107.0,0.0,0.0,107.0,2024-01-01,Máquina de Corte de Borracha,0.0
3201,PowerSteel Equipamentos,A3NBIESFJB,189.0,0.0,0.0,189.0,2024-01-01,Máquina de Corte de Borracha,0.0
3202,PowerSteel Equipamentos,OYSG07D50S,52.0,0.0,0.0,52.0,2024-01-01,Máquina de Corte de Borracha,0.0
3203,PowerSteel Equipamentos,FBE46O12V8,68.0,0.0,0.0,68.0,2024-01-01,Máquina de Corte de Borracha,0.0
3204,PowerSteel Equipamentos,KC5JQEALU4,129.0,0.0,0.0,129.0,2024-01-01,Máquina de Corte de Borracha,0.0
3205,PowerSteel Equipamentos,6ISA0KEK15,53.0,0.0,0.0,53.0,2024-01-01,Máquina de Corte de Borracha,0.0
3206,PowerSteel Equipamentos,O7GBL5E6VY,97.0,0.0,0.0,97.0,2024-01-01,Máquina de Corte de Borracha,0.0
3207,PowerSteel Equipamentos,CGOYIKYH9C,55.0,0.0,0.0,55.0,2024-01-01,Máquina de Corte de Borracha,0.0
3208,PowerSteel Equipamentos,ZDI87WHRB2,119.0,0.0,0.0,119.0,2024-01-01,Máquina de Corte de Borracha,0.0
3209,PowerSteel Equipamentos,GWFQ0OMATA,88.0,0.0,0.0,88.0,2024-01-01,Máquina de Corte de Borracha,0.0
3210,PowerSteel Equipamentos,KGXRIXPZ53,61.0,0.0,0.0,61.0,2024-01-01,Máquina de Corte de Borracha,0.0
3211,PowerSteel Equipamentos,N8WKHV20J7,69.0,0.0,0.0,69.0,2024-01-01,Máquina de Corte de Borracha,0.0
3212,PowerSteel Equipamentos,YGFZ3DW5TE,,,,,2024-01-01,Máquina de Corte de Borracha,
3213,PowerSteel Equipamentos,2KUPQ91GRO,,,,,2024-01-01,Máquina de Corte de Borracha,
3214,PowerSteel Equipamentos,S999QYV0X6,141.0,0.0,0.0,141.0,2024-01-01,Máquina de Corte de Borracha,0.0
3215,PowerSteel Equipamentos,OG0PIVLDFP,70.0,0.0,0.0,70.0,2024-01-01,Máquina de Corte de Borracha,0.0
3216,PowerSteel Equipamentos,MRQKR1EPLH,82.0,0.0,0.0,82.0,2024-01-01,Máquina de Corte de Borracha,0.0
3217,PowerSteel Equipamentos,NGFZ8DMZZV,183.0,0.0,0.0,183.0,2024-01-01,Máquina de Corte de Borracha,0.0
3218,PowerSteel Equipamentos,ZD9ZWAZTBT,143.0,0.0,0.0,143.0,2024-01-01,Máquina de Corte de Borracha,0.0
3219,PowerSteel Equipamentos,1TJPR027ZK,261.0,0.0,0.0,261.0,2024-01-01,Máquina de Corte de Borracha,0.0
3220,PowerSteel Equipamentos,VSN5IMD635,72.0,0.0,0.0,72.0,2024-01-01,Máquina de Corte de Borracha,0.0
3221,PowerSteel Equipamentos,WMBPO236AP,78.0,0.0,0.0,78.0,2024-01-01,Máquina de Corte de Borracha,0.0
3222,PowerSteel Equipamentos,1LGDCZGLUU,31.0,0.0,0.0,31.0,2024-01-01,Máquina de Corte de Borracha,0.0
3223,PowerSteel Equipamentos,GTHT75ZURX,94.0,0.0,0.0,94.0,2024-01-01,Máquina de Corte de Borracha,0.0
3224,PowerSteel Equipamentos,70KZ43211T,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3225,PowerSteel Equipamentos,3PIMYKMAAW,109.0,0.0,0.0,109.0,2024-01-01,Máquina de Corte de Borracha,0.0
3226,PowerSteel Equipamentos,HU80D6G6GU,89.0,0.0,0.0,89.0,2024-01-01,Máquina de Corte de Borracha,0.0
3227,PowerSteel Equipamentos,QL9RC8XRYD,52.0,0.0,0.0,52.0,2024-01-01,Máquina de Corte de Borracha,0.0
3228,PowerSteel Equipamentos,0MPN10YUE2,154.0,0.0,0.0,154.0,2024-01-01,Máquina de Corte de Borracha,0.0
3229,PowerSteel Equipamentos,YFSSL0O0JE,56.0,0.0,0.0,56.0,2024-01-01,Máquina de Corte de Borracha,0.0
3230,PowerSteel Equipamentos,920YK9WWCF,68.0,0.0,0.0,68.0,2024-01-01,Máquina de Corte de Borracha,0.0
3231,PowerSteel Equipamentos,0GZD1W1TBK,71.0,0.0,0.0,71.0,2024-01-01,Máquina de Corte de Borracha,0.0
3232,PowerSteel Equipamentos,GASPD2O2YY,178.0,0.0,0.0,178.0,2024-01-01,Máquina de Corte de Borracha,0.0
3233,PowerSteel Equipamentos,ILA71KRN90,59.0,0.0,0.0,59.0,2024-01-01,Máquina de Corte de Borracha,0.0
3234,PowerSteel Equipamentos,6KOI8JWZWT,56.0,0.0,0.0,56.0,2024-01-01,Máquina de Corte de Borracha,0.0
3235,PowerSteel Equipamentos,IGJEU3QPD7,174.0,0.0,0.0,174.0,2024-01-01,Máquina de Corte de Borracha,0.0
3236,PowerSteel Equipamentos,N9Q0P0FJ2K,174.0,0.0,0.0,174.0,2024-01-01,Máquina de Corte de Borracha,0.0
3237,PowerSteel Equipamentos,B2BGGIIQJB,111.0,0.0,0.0,111.0,2024-01-01,Máquina de Corte de Borracha,0.0
3238,PowerSteel Equipamentos,55P8AA52RK,133.0,0.0,0.0,133.0,2024-01-01,Máquina de Corte de Borracha,0.0
3239,PowerSteel Equipamentos,OAIKAQ1N36,114.0,0.0,0.0,114.0,2024-01-01,Máquina de Corte de Borracha,0.0
3240,PowerSteel Equipamentos,O0QXGQ8LLX,41.0,0.0,0.0,41.0,2024-01-01,Máquina de Corte de Borracha,0.0
3241,PowerSteel Equipamentos,5PE5WKOFRR,112.0,0.0,0.0,112.0,2024-01-01,Máquina de Corte de Borracha,0.0
3242,PowerSteel Equipamentos,VAHB8XN4U4,242.0,0.0,0.0,242.0,2024-01-01,Máquina de Corte de Borracha,0.0
3243,PowerSteel Equipamentos,AQ5I6ALE7U,18.0,0.0,0.0,18.0,2024-01-01,Máquina de Corte de Borracha,0.0
3244,PowerSteel Equipamentos,HLZ3A42S0V,69.0,0.0,0.0,69.0,2024-01-01,Máquina de Corte de Borracha,0.0
3245,PowerSteel Equipamentos,FI0KV20BXC,57.0,0.0,0.0,57.0,2024-01-01,Máquina de Corte de Borracha,0.0
3246,PowerSteel Equipamentos,HGRN7DX5N4,97.0,0.0,0.0,97.0,2024-01-01,Máquina de Corte de Borracha,0.0
3247,PowerSteel Equipamentos,TQV66N3412,62.0,0.0,0.0,62.0,2024-01-01,Máquina de Corte de Borracha,0.0
3248,PowerSteel Equipamentos,R8DSB9UW4O,56.0,0.0,0.0,56.0,2024-01-01,Máquina de Corte de Borracha,0.0
3249,PowerSteel Equipamentos,RLP7M0ZY3Z,85.0,0.0,0.0,85.0,2024-01-01,Máquina de Corte de Borracha,0.0
3250,PowerSteel Equipamentos,GS5B9VWU18,91.0,0.0,0.0,91.0,2024-01-01,Máquina de Corte de Borracha,0.0
3251,PowerSteel Equipamentos,CW7BYW6LBT,111.0,0.0,0.0,111.0,2024-01-01,Máquina de Corte de Borracha,0.0
3252,PowerSteel Equipamentos,SULW7URNYG,98.0,0.0,0.0,98.0,2024-01-01,Máquina de Corte de Borracha,0.0
3253,PowerSteel Equipamentos,SFIFN58JCX,121.0,0.0,0.0,121.0,2024-01-01,Máquina de Corte de Borracha,0.0
3254,PowerSteel Equipamentos,7QTITTMLPW,,,,,2024-01-01,Máquina de Corte de Borracha,
3255,PowerSteel Equipamentos,767NW8P8YP,102.0,0.0,0.0,102.0,2024-01-01,Máquina de Corte de Borracha,0.0
3256,PowerSteel Equipamentos,QGJRZF0KUL,85.0,0.0,0.0,85.0,2024-01-01,Máquina de Corte de Borracha,0.0
3257,PowerSteel Equipamentos,DB38QDCWLI,74.0,0.0,0.0,74.0,2024-01-01,Máquina de Corte de Borracha,0.0
3258,PowerSteel Equipamentos,PMUT80QD91,44.0,0.0,0.0,44.0,2024-01-01,Máquina de Corte de Borracha,0.0
3259,PowerSteel Equipamentos,FN46H59LLJ,91.0,0.0,0.0,91.0,2024-01-01,Máquina de Corte de Borracha,0.0
3260,PowerSteel Equipamentos,3Z2LLMZG2O,89.0,0.0,0.0,89.0,2024-01-01,Máquina de Corte de Borracha,0.0
3261,PowerSteel Equipamentos,6RXB6YPGVJ,143.0,0.0,0.0,143.0,2024-01-01,Máquina de Corte de Borracha,0.0
3262,PowerSteel Equipamentos,N10G61EALO,67.0,0.0,0.0,67.0,2024-01-01,Máquina de Corte de Borracha,0.0
3263,PowerSteel Equipamentos,SKRLOUNVC5,93.0,0.0,0.0,93.0,2024-01-01,Máquina de Corte de Borracha,0.0
3264,PowerSteel Equipamentos,TPRESWPSXQ,85.0,0.0,0.0,85.0,2024-01-01,Máquina de Corte de Borracha,0.0
3265,PowerSteel Equipamentos,1BDJSKVP7I,85.0,0.0,0.0,85.0,2024-01-01,Máquina de Corte de Borracha,0.0
3266,PowerSteel Equipamentos,26IESHU8RF,109.0,0.0,0.0,109.0,2024-01-01,Máquina de Corte de Borracha,0.0
3267,PowerSteel Equipamentos,EBHAQPC33D,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3268,PowerSteel Equipamentos,P03CGBSBD1,42.0,0.0,0.0,42.0,2024-01-01,Máquina de Corte de Borracha,0.0
3269,PowerSteel Equipamentos,99PRQNQ6B5,87.0,0.0,0.0,87.0,2024-01-01,Máquina de Corte de Borracha,0.0
3270,PowerSteel Equipamentos,245VA3CHL8,77.0,0.0,0.0,77.0,2024-01-01,Máquina de Corte de Borracha,0.0
3271,PowerSteel Equipamentos,E1OZZ6RBNW,86.0,0.0,0.0,86.0,2024-01-01,Máquina de Corte de Borracha,0.0
3272,PowerSteel Equipamentos,LC9JN4OUUN,134.0,0.0,0.0,134.0,2024-01-01,Máquina de Corte de Borracha,0.0
3273,PowerSteel Equipamentos,LVXBPU68N3,127.0,0.0,0.0,127.0,2024-01-01,Máquina de Corte de Borracha,0.0
3274,PowerSteel Equipamentos,1DNKN3OHEN,93.0,0.0,0.0,93.0,2024-01-01,Máquina de Corte de Borracha,0.0
3275,PowerSteel Equipamentos,JPTR93KX4K,82.0,0.0,0.0,82.0,2024-01-01,Máquina de Corte de Borracha,0.0
3276,PowerSteel Equipamentos,W9OWPIVL6K,55.0,0.0,0.0,55.0,2024-01-01,Máquina de Corte de Borracha,0.0
3277,PowerSteel Equipamentos,5CVYOUIPQD,62.0,0.0,0.0,62.0,2024-01-01,Máquina de Corte de Borracha,0.0
3278,PowerSteel Equipamentos,XSGQ773QK7,202.0,0.0,0.0,202.0,2024-01-01,Máquina de Corte de Borracha,0.0
3279,PowerSteel Equipamentos,KL6AD456JC,92.0,0.0,0.0,92.0,2024-01-01,Máquina de Corte de Borracha,0.0
3280,PowerSteel Equipamentos,LH2EROX3O2,55.0,0.0,0.0,55.0,2024-01-01,Máquina de Corte de Borracha,0.0
3281,PowerSteel Equipamentos,VXWGSG6P3B,197.0,0.0,0.0,197.0,2024-01-01,Máquina de Corte de Borracha,0.0
3282,PowerSteel Equipamentos,S6DC0SH4FN,72.0,0.0,0.0,72.0,2024-01-01,Máquina de Corte de Borracha,0.0
3283,PowerSteel Equipamentos,8BB6L6X78G,129.0,0.0,0.0,129.0,2024-01-01,Máquina de Corte de Borracha,0.0
3284,PowerSteel Equipamentos,5UQDXQA2YP,65.0,0.0,0.0,65.0,2024-01-01,Máquina de Corte de Borracha,0.0
3285,PowerSteel Equipamentos,531R41UURY,,,,,2024-01-01,Máquina de Corte de Borracha,
3286,PowerSteel Equipamentos,Q6AI77SXRF,,,,,2024-01-01,Máquina de Corte de Borracha,
3287,PowerSteel Equipamentos,SFPYPDRBH5,,,,,2024-01-01,Máquina de Corte de Borracha,
3288,PowerSteel Equipamentos,YVK4805W9X,15.0,0.0,0.0,15.0,2024-01-01,Máquina de Corte de Borracha,0.0
3289,PowerSteel Equipamentos,XJTVN3MI3F,95.0,0.0,0.0,95.0,2024-01-01,Máquina de Corte de Borracha,0.0
3290,PowerSteel Equipamentos,CO8JR68454,93.0,0.0,0.0,93.0,2024-01-01,Máquina de Corte de Borracha,0.0
3291,PowerSteel Equipamentos,AOH0ZJCDFH,50.0,0.0,0.0,50.0,2024-01-01,Máquina de Corte de Borracha,0.0
3292,PowerSteel Equipamentos,GGFY2ZV5LY,175.0,0.0,0.0,175.0,2024-01-01,Máquina de Corte de Borracha,0.0
3293,PowerSteel Equipamentos,5JO0A5VRZD,332.0,0.0,0.0,332.0,2024-01-01,Máquina de Corte de Borracha,0.0
3294,PowerSteel Equipamentos,WVCATS2386,14.0,0.0,0.0,14.0,2024-01-01,Máquina de Corte de Borracha,0.0
3295,PowerSteel Equipamentos,J7PEE72HFQ,69.0,0.0,0.0,69.0,2024-01-01,Máquina de Corte de Borracha,0.0
3296,PowerSteel Equipamentos,5JXMCOHUD9,96.0,0.0,0.0,96.0,2024-01-01,Máquina de Corte de Borracha,0.0
3297,PowerSteel Equipamentos,0NFPEM6CLB,57.0,0.0,0.0,57.0,2024-01-01,Máquina de Corte de Borracha,0.0
3298,PowerSteel Equipamentos,ZD5NDZG561,174.0,0.0,0.0,174.0,2024-01-01,Máquina de Corte de Borracha,0.0
3299,PowerSteel Equipamentos,9M8BIWWF0I,76.0,0.0,0.0,76.0,2024-01-01,Máquina de Corte de Borracha,0.0
3300,PowerSteel Equipamentos,VWAKQI1481,90.0,0.0,0.0,90.0,2024-01-01,Máquina de Corte de Borracha,0.0
3301,PowerSteel Equipamentos,3H9EH3XGH6,87.0,0.0,0.0,87.0,2024-01-01,Máquina de Corte de Borracha,0.0
3302,PowerSteel Equipamentos,DDUD7ZMT5F,118.0,0.0,0.0,118.0,2024-01-01,Máquina de Corte de Borracha,0.0
3303,PowerSteel Equipamentos,04Y7UC3K9G,67.0,0.0,0.0,67.0,2024-01-01,Máquina de Corte de Borracha,0.0
3304,PowerSteel Equipamentos,4IHADTSFSU,149.0,0.0,0.0,149.0,2024-01-01,Máquina de Corte de Borracha,0.0
3305,PowerSteel Equipamentos,FGI0OHMOFP,65.0,0.0,0.0,65.0,2024-01-01,Máquina de Corte de Borracha,0.0
3306,PowerSteel Equipamentos,TH1B2SLB3C,113.0,0.0,0.0,113.0,2024-01-01,Máquina de Corte de Borracha,0.0
3307,PowerSteel Equipamentos,GYP6Z45DVY,262.0,0.0,0.0,262.0,2024-01-01,Máquina de Corte de Borracha,0.0
3308,PowerSteel Equipamentos,NMSSZRT5AD,54.0,0.0,0.0,54.0,2024-01-01,Máquina de Corte de Borracha,0.0
3309,PowerSteel Equipamentos,YO51ZH9252,57.0,0.0,0.0,57.0,2024-01-01,Máquina de Corte de Borracha,0.0
3310,PowerSteel Equipamentos,E9Y369QSK4,71.0,0.0,0.0,71.0,2024-01-01,Máquina de Corte de Borracha,0.0
3311,PowerSteel Equipamentos,2GZ9WE1SU9,78.0,0.0,0.0,78.0,2024-01-01,Máquina de Corte de Borracha,0.0
3312,PowerSteel Equipamentos,VD8R88X3IQ,257.0,0.0,0.0,257.0,2024-01-01,Máquina de Corte de Borracha,0.0
3313,PowerSteel Equipamentos,RCVWERBN0B,77.0,0.0,0.0,77.0,2024-01-01,Máquina de Corte de Borracha,0.0
3314,PowerSteel Equipamentos,NA6EF73IGO,134.0,0.0,0.0,134.0,2024-01-01,Máquina de Corte de Borracha,0.0
3315,PowerSteel Equipamentos,3F5SLAOHY2,87.0,0.0,0.0,87.0,2024-01-01,Máquina de Corte de Borracha,0.0
3316,PowerSteel Equipamentos,2NR8RJG8LC,111.0,0.0,0.0,111.0,2024-01-01,Máquina de Corte de Borracha,0.0
3317,PowerSteel Equipamentos,1U18THGKZS,77.0,0.0,0.0,77.0,2024-01-01,Máquina de Corte de Borracha,0.0
3318,PowerSteel Equipamentos,382NI7VYQ1,105.0,0.0,0.0,105.0,2024-01-01,Máquina de Corte de Borracha,0.0
3319,PowerSteel Equipamentos,4DUN3IOCYT,80.0,0.0,0.0,80.0,2024-01-01,Máquina de Corte de Borracha,0.0
3320,PowerSteel Equipamentos,J0BT7MDLW2,97.0,0.0,0.0,97.0,2024-01-01,Máquina de Corte de Borracha,0.0
3321,PowerSteel Equipamentos,33CNW9SI9J,72.0,0.0,0.0,72.0,2024-01-01,Máquina de Corte de Borracha,0.0
3322,PowerSteel Equipamentos,DZ2Q8CNM82,71.0,0.0,0.0,71.0,2024-01-01,Máquina de Corte de Borracha,0.0
3323,PowerSteel Equipamentos,91NAC3KD5J,171.0,0.0,0.0,171.0,2024-01-01,Máquina de Corte de Borracha,0.0
3324,PowerSteel Equipamentos,AAKD0T1OKB,80.0,0.0,0.0,80.0,2024-01-01,Máquina de Corte de Borracha,0.0
3325,PowerSteel Equipamentos,MJWFRW1ALU,84.0,0.0,0.0,84.0,2024-01-01,Máquina de Corte de Borracha,0.0
3326,PowerSteel Equipamentos,1WOZ5VKWIN,164.0,0.0,0.0,164.0,2024-01-01,Máquina de Corte de Borracha,0.0
3327,PowerSteel Equipamentos,RHQSO3V11C,67.0,0.0,0.0,67.0,2024-01-01,Máquina de Corte de Borracha,0.0
3328,PowerSteel Equipamentos,4A0982UBIT,89.0,0.0,0.0,89.0,2024-01-01,Máquina de Corte de Borracha,0.0
3329,PowerSteel Equipamentos,PNN6KZYWS3,145.0,0.0,0.0,145.0,2024-01-01,Máquina de Corte de Borracha,0.0
3330,PowerSteel Equipamentos,ZV1RDQ5VSG,96.0,0.0,0.0,96.0,2024-01-01,Máquina de Corte de Borracha,0.0
3331,PowerSteel Equipamentos,LXKL5BI1TS,129.0,0.0,0.0,129.0,2024-01-01,Máquina de Corte de Borracha,0.0
3332,PowerSteel Equipamentos,UJBRMQT0X4,99.0,0.0,0.0,99.0,2024-01-01,Máquina de Corte de Borracha,0.0
3333,PowerSteel Equipamentos,A42AY1KUBE,130.0,0.0,0.0,130.0,2024-01-01,Máquina de Corte de Borracha,0.0
3334,PowerSteel Equipamentos,LV1AROBA03,106.0,0.0,0.0,106.0,2024-01-01,Máquina de Corte de Borracha,0.0
3335,PowerSteel Equipamentos,E8K493RGIZ,180.0,0.0,0.0,180.0,2024-01-01,Máquina de Corte de Borracha,0.0
3336,PowerSteel Equipamentos,S9HL6AZLA0,58.0,0.0,0.0,58.0,2024-01-01,Máquina de Corte de Borracha,0.0
3337,PowerSteel Equipamentos,R0M66R9R5O,75.0,0.0,0.0,75.0,2024-01-01,Máquina de Corte de Borracha,0.0
3338,PowerSteel Equipamentos,6QVPJO430D,118.0,0.0,0.0,118.0,2024-01-01,Máquina de Corte de Borracha,0.0
3339,PowerSteel Equipamentos,5F5GQJ04BG,,,,,2024-01-01,Máquina de Corte de Borracha,
3340,PowerSteel Equipamentos,A1V99PRHZV,54.0,0.0,0.0,54.0,2024-01-01,Máquina de Corte de Borracha,0.0
3341,PowerSteel Equipamentos,QJ6Z19UCZV,90.0,0.0,0.0,90.0,2024-01-01,Máquina de Corte de Borracha,0.0
3342,PowerSteel Equipamentos,CYNW9FP4PT,80.0,0.0,0.0,80.0,2024-01-01,Máquina de Corte de Borracha,0.0
3343,PowerSteel Equipamentos,34JF6J89BL,305.0,0.0,0.0,305.0,2024-01-01,Máquina de Corte de Borracha,0.0
3344,PowerSteel Equipamentos,9H610UNMHL,117.0,0.0,0.0,117.0,2024-01-01,Máquina de Corte de Borracha,0.0
3345,PowerSteel Equipamentos,FZAG4VAHL2,115.0,0.0,0.0,115.0,2024-01-01,Máquina de Corte de Borracha,0.0
3346,PowerSteel Equipamentos,TWLEML5I3I,136.0,0.0,0.0,136.0,2024-01-01,Máquina de Corte de Borracha,0.0
3347,PowerSteel Equipamentos,B24RP6IHSF,60.0,0.0,0.0,60.0,2024-01-01,Máquina de Corte de Borracha,0.0
3348,PowerSteel Equipamentos,8SRPD9DPRP,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3349,PowerSteel Equipamentos,QDJMHQCRSA,126.0,0.0,0.0,126.0,2024-01-01,Máquina de Corte de Borracha,0.0
3350,PowerSteel Equipamentos,3POEZQTLF1,97.0,0.0,0.0,97.0,2024-01-01,Máquina de Corte de Borracha,0.0
3351,PowerSteel Equipamentos,RUW9NSZNSZ,57.0,0.0,0.0,57.0,2024-01-01,Máquina de Corte de Borracha,0.0
3352,PowerSteel Equipamentos,N0R1EIW0U1,105.0,0.0,0.0,105.0,2024-01-01,Máquina de Corte de Borracha,0.0
3353,PowerSteel Equipamentos,9OFB84UR1V,83.0,0.0,0.0,83.0,2024-01-01,Máquina de Corte de Borracha,0.0
3354,PowerSteel Equipamentos,GQUAXFFI2N,112.0,0.0,0.0,112.0,2024-01-01,Máquina de Corte de Borracha,0.0
3355,PowerSteel Equipamentos,FVKYG0MBQW,41.0,0.0,0.0,41.0,2024-01-01,Máquina de Corte de Borracha,0.0
3356,PowerSteel Equipamentos,YDG2J92V6V,70.0,0.0,0.0,70.0,2024-01-01,Máquina de Corte de Borracha,0.0
3357,PowerSteel Equipamentos,W6UOKO82R5,64.0,0.0,0.0,64.0,2024-01-01,Máquina de Corte de Borracha,0.0
3358,PowerSteel Equipamentos,PIFL9W06Y8,105.0,0.0,0.0,105.0,2024-01-01,Máquina de Corte de Borracha,0.0
3359,PowerSteel Equipamentos,96U6J20JFM,106.0,0.0,0.0,106.0,2024-01-01,Máquina de Corte de Borracha,0.0
3360,PowerSteel Equipamentos,1B1FXKA1CH,36.0,0.0,0.0,36.0,2024-01-01,Máquina de Corte de Borracha,0.0
3361,PowerSteel Equipamentos,VW1AF76HJQ,101.0,0.0,0.0,101.0,2024-01-01,Máquina de Corte de Borracha,0.0
3362,PowerSteel Equipamentos,A6QVD6BL8G,100.0,0.0,0.0,100.0,2024-01-01,Máquina de Corte de Borracha,0.0
3363,PowerSteel Equipamentos,5TIQ7FT14D,121.0,0.0,0.0,121.0,2024-01-01,Máquina de Corte de Borracha,0.0
3364,PowerSteel Equipamentos,LZMOZC47GG,112.0,0.0,0.0,112.0,2024-01-01,Máquina de Corte de Borracha,0.0
3365,PowerSteel Equipamentos,EDQMZHQEET,86.0,0.0,0.0,86.0,2024-01-01,Máquina de Corte de Borracha,0.0
3366,PowerSteel Equipamentos,P583LOCJVA,25.0,0.0,0.0,25.0,2024-01-01,Máquina de Corte de Borracha,0.0
3367,PowerSteel Equipamentos,ME384AS11N,119.0,0.0,0.0,119.0,2024-01-01,Máquina de Corte de Borracha,0.0
3368,PowerSteel Equipamentos,SR5I60W1E2,102.0,0.0,0.0,102.0,2024-01-01,Máquina de Corte de Borracha,0.0
3369,PowerSteel Equipamentos,Z8LWJPBXO4,136.0,0.0,0.0,136.0,2024-01-01,Máquina de Corte de Borracha,0.0
3370,PowerSteel Equipamentos,XJ96VH450X,46.0,0.0,0.0,46.0,2024-01-01,Máquina de Corte de Borracha,0.0
3371,PowerSteel Equipamentos,3VXZ19AJSF,120.0,0.0,0.0,120.0,2024-01-01,Máquina de Corte de Borracha,0.0
3372,PowerSteel Equipamentos,OLI490M8OG,,,,,2024-01-01,Máquina de Corte de Borracha,
3373,PowerSteel Equipamentos,I8G7VMABYD,90.0,0.0,0.0,90.0,2024-01-01,Máquina de Corte de Borracha,0.0
3374,PowerSteel Equipamentos,ATRHE0X9OP,65.0,0.0,0.0,65.0,2024-01-01,Máquina de Corte de Borracha,0.0
3375,PowerSteel Equipamentos,85Z2LUG0CX,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3376,PowerSteel Equipamentos,FRLPFSF4W3,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3377,PowerSteel Equipamentos,OSANSSAYFQ,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3378,PowerSteel Equipamentos,BHX6YINMQR,,,,,2024-01-01,Máquina de Corte de Borracha,
3379,PowerSteel Equipamentos,ARF8IDRXKZ,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3380,PowerSteel Equipamentos,GWQ779OBL3,,,,,2024-01-01,Máquina de Corte de Borracha,
3381,PowerSteel Equipamentos,TFVS11G389,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3382,PowerSteel Equipamentos,W38LZXKQN3,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3383,PowerSteel Equipamentos,N9XY7BHWAW,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3384,PowerSteel Equipamentos,G3ECTDR7OL,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3385,PowerSteel Equipamentos,SH4L3E1411,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3386,PowerSteel Equipamentos,BHGSI75FU2,156.0,0.0,0.0,156.0,2024-01-01,Máquina de Corte de Borracha,0.0
3387,PowerSteel Equipamentos,JV9YRQRH6G,105.0,0.0,0.0,105.0,2024-01-01,Máquina de Corte de Borracha,0.0
3388,PowerSteel Equipamentos,UNSUEXQOP0,,,,,2024-01-01,Máquina de Corte de Borracha,
3389,PowerSteel Equipamentos,6A9S57YV1C,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3390,PowerSteel Equipamentos,0VVS5S6SZM,0.0,0.0,0.0,0.0,2024-01-01,Máquina de Corte de Borracha,0.0
3391,PowerSteel Equipamentos,R945S7UTN9,,,,,2024-01-01,Máquina de Corte de Borracha,
3392,PowerSteel Equipamentos,15UMTQL0TJ,61.0,0.0,0.0,61.0,2024-01-01,Máquina de Corte de Borracha,0.0
3393,PowerSteel Equipamentos,CHYVTIIERL,,,,,2024-01-01,Máquina de Corte de Borracha,
3394,PowerSteel Equipamentos,V0043R1QK7,176.0,0.0,0.0,176.0,2024-01-01,Máquina de Corte de Borracha,0.0
